ga:date,bounceRate,sessions,pageviews,avgTimeOnPage,avgSessionDuration,avgPageLoadTime
20200829,86.77494199535964,431,519,345.9431818181818,70.63109048723898,7.455573770491803
20200803,86.36363636363636,396,503,203.83333333333334,55.5959595959596,10.722166666666666
20210716,31.639722863741337,433,496,467.4375,69.094688221709,6.733333333333333
20210626,26.203208556149733,374,458,367.1666666666667,82.4572192513369,8.48542857142857
20210704,27.415143603133156,383,446,401.0,65.9738903394256,6.617333333333333
20200802,89.01408450704226,355,428,169.8904109589041,34.95211267605634,12.89420588235294
20210715,24.863387978142075,366,428,343.6507936507937,59.150273224043715,22.759714285714285
20210711,24.633431085043988,341,409,447.62857142857143,91.86510263929618,4.0535
20210703,27.953890489913547,347,388,570.8809523809524,69.10662824207493,8.366
20200801,91.66666666666666,312,376,193.0625,39.6025641025641,11.670848484848484
20210719,25.36764705882353,272,361,209.76666666666668,69.3970588235294,6.9345
20210723,24.548736462093864,277,361,250.01190476190476,75.81227436823104,5.294
20210725,27.77777777777778,288,354,343.530303030303,78.72916666666667,4.613
20210718,23.050847457627118,295,336,390.26190476190476,55.55593220338983,9.2245
20210724,30.3886925795053,283,330,372.8723404255319,61.92226148409894,10.147
20210717,22.463768115942027,276,303,655.1428571428571,66.45652173913044,10.59275
20210722,19.069767441860467,215,283,246.31428571428572,80.1906976744186,2.931
20210721,26.373626373626376,182,242,256.0833333333333,84.41758241758242,3.885
20210720,27.56756756756757,185,230,329.6222222222222,80.17297297297297,0.0
